Date Run,Date/Time Run,Date Run,Date/Time Run,Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Montana,2020-08-12,5268.0,80.0,25.0,,0.47,,True,True,,,4630.0,0.44,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Nebraska,,,,,,,,False,False,,,90860.0,4.77,An error occurred. ... ValueError('Unable to find layer covid19_hot_accumulative_lab_dt in flc URL https://gis.ne.gov/enterprise/rest/services/Covid19MapV5/MapServer')
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Nevada,2020-08-12,58048.0,996.0,3053.0,82.0,8.15,12.2,False,False,37443.0,672.0,261123.0,8.93,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,New Hampshire,2020-08-12,6887.0,420.0,343.0,9.0,5.7,2.17,False,False,6016.0,414.0,20516.0,1.53,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,New Mexico,2020-08-12,22816.0,695.0,419.0,,1.84,,True,False,,,43006.0,2.06,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,New York -- New York,2020-08-12,225284.0,18970.0,35662.0,5291.0,29.18,30.43,False,True,122212.0,17389.0,2049418.0,24.27,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,NewYork,,,,,,,,False,False,,,,,"An error occurred. ... TimeoutException('', None, None)"
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,North Carolina,2020-08-12,139061.0,2249.0,24702.0,677.0,24.1,31.69,False,True,102484.0,2136.0,2179622.0,21.46,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,NorthDakota,2020-08-12,7970.0,120.0,,,,,False,False,,,,,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Ohio,,,,,,,,False,False,,,1438271.0,12.35,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Oklahoma,2020-08-12,45398.0,627.0,3137.0017999999995,38.9994,6.91,6.22,False,False,35746.3852,591.0101999999998,287959.0,7.35,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Oregon,2020-08-12,22022.0,375.0,767.0,9.0,3.98,2.74,False,True,19261.0,328.0,77789.0,1.91,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Pennsylvania,2020-08-12,117739.0,7385.0,16519.0,1545.0,28.83,21.17,False,True,57296.0,7297.0,1423319.0,11.13,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Rhode Island,2020-07-03,16491.0,960.0,1592.0,48.0,12.29,6.14,False,False,12950.0,782.0,69254.0,6.55,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,SouthCarolina,2020-08-11,102130.0,2098.0,35122.0,831.0,39.02,42.03,False,True,90016.0,1977.0,,,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,SouthDakota,2020-08-10,9663.0,146.0,1042.0,,10.78,,False,False,9663.0,,,,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Tennessee,2020-08-12,126393.0,1289.0,24484.0,419.0,19.37,32.51,True,True,,,1117489.0,16.8,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Texas,2020-08-12,42630.0,9034.0,6610.0,1149.0,0.16,0.13,True,False,,,3365783.0,12.07,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Texas -- Bexar County,2020-08-12,43455.0,545.0,464.0,17.0,6.81,15.32,False,False,6812.0,111.0,146703.0,7.62,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Utah,2020-08-12,45090.0,351.0,1072.0,6.0,2.4,1.71,True,False,,,35862.0,1.18,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Vermont,2020-08-12,1478.0,58.0,166.0,0.0,11.58,0.0,False,True,1433.0,57.0,8058.0,1.29,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Virginia,2020-07-21,79371.0,2048.0,12922.0,483.0,16.28,23.58,True,True,,,1613285.0,19.17,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Washington,2020-08-12,64702.0,1724.0,2469.0,58.0,5.78,3.44,False,False,42681.0,1685.0,269854.0,3.7,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,"Washington, DC",2020-08-12,12959.0,593.0,6438.0,439.0,49.68,74.03,True,True,,,321317.0,46.94,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,WestVirginia,,,,,,,,False,False,,,,,"An error occurred. ... TimeoutException('', None, None)"
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Wisconsin,2020-08-12,62263.0,1011.0,8780.0,212.0,15.59,21.31,False,True,56312.0,995.0,368744.0,6.38,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Wisconsin -- Milwaukee,2020-08-12,21350.0,394.0,5918.0,149.0,29.67,37.82,False,False,19943.0,394.0,252321.0,26.44,Success!
2020-08-13,2020/08/13 00:11:30America/Los Angeles TZ,2020-08-13,2020/08/13 00:09:39America/Los Angeles TZ,Wyoming,,,,,,,,False,False,,,5540.0,0.95,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
