Date Run,Date/Time Run,Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Alabama,2021-01-20,340887.0,5211.0,70777.0,1594.0,29.07,33.24,False,False,243440.0,4795.0,1293186.0,26.58,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Alaska,2021-01-20,42262.0,249.0,1290.0,9.0,3.09,3.63,False,True,41765.0,248.0,24129.0,3.27,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Arizona,2021-01-20,690544.0,11528.0,19901.0,314.0,3.76,2.97,False,False,529958.0,10565.0,305259.0,4.39,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Arkansas,2021-01-19,273594.0,4386.0,43464.0,624.0,18.08,15.13,False,True,240389.0,4125.0,460970.0,15.41,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,California,2021-01-19 00:00:00,3019371.0,34433.0,90545,2195.0,3.99,6.64,False,False,2267078.0,33050.0,2267875.0,5.79,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Colorado,2021-01-19,377856.0,5388.0,10693,180.0,3.79,3.6,False,False,282070.0,5001.0,227938.0,4.12,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Connecticut,2021-01-18,218760.0,5433.0,16097.0,842.0,7.36,15.5,True,False,,,378262.0,10.56,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Delaware,2021-01-20,71775.0,1026.0,16319,238.0,24.01,23.22,False,False,67966.0,1025.0,209892.0,22.11,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Florida,2021-01-19,1560015.0,24436.0,174413,3760.0,11.18,15.39,True,False,,,3316376.0,16.1,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Georgia,2021-01-20,695400.0,11411.0,179877,4105.0,25.87,35.97,True,True,,,3239300.0,31.46,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Hawaii,,,,,,,,False,False,,,26266.0,1.85,An error occurred. ... Exception('You do not have permissions to access this resource or perform this operation.\n(Error Code: 403)')
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Idaho,2021-01-19,104187.0,1637.0,909,8.0,0.87,0.49,False,True,,,11536.0,0.68,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Illinois,2021-01-20,1081354.0,18398.0,97768.0,3326.0,9.04,18.08,True,False,,,1824125.0,14.23,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Indiana,2021-01-20,598313.0,9154.0,39617,750.0,6.62,8.19,True,True,,,619472.0,9.33,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Iowa,2021-01-20,307894.0,2728.0,9525.0,73.0,3.09,2.68,True,True,,,109911.0,3.51,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Kansas,2021-01-20,263412.0,3575.0,12737.0,184.0,5.98,5.73,False,True,213084.0,3210.0,169801.0,5.84,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Kentucky,2021-01-19,330907.0,3194.0,"22,100",262.0,8.6,9.0,False,True,257445.0,2925.0,354112.0,7.98,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Louisiana,,,,,,,,False,False,,,1502916.0,32.23,An error occurred. ... Exception('You do not have permissions to access this resource or perform this operation.\n(Error Code: 403)')
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Maine,2021-01-20,34963.0,530.0,1884.0,,6.16,,False,True,30596.0,,17881.0,1.34,Success!
2021-01-20,2021/01/20 13:01:51America/Los Angeles TZ,Maryland,2021-01-20,332353.0,6514.0,94096.0,2317.0,33.08,35.87,False,False,284476.0,6459.0,1788090.0,29.78,Success!
