Date Run,Date/Time Run,Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Alabama,2020-08-20,107483.0,1905.0,28913.0,780.0,41.88,42.51,False,False,69031.0,1835.0,1293186.0,26.58,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Alaska,,,,,,,,False,False,,,24129.0,3.27,"An error occurred. ... KeyError(""None of ['Demographic'] are in the columns"")"
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Arizona,2020-08-21,196899.0,4688.0,5799.0,146.0,4.52,3.54,False,False,128288.0,4121.0,305259.0,4.39,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Arkansas,2020-08-21,55652.0,663.0,12196.0,170.0,24.55,25.8,False,True,49675.0,659.0,460970.0,15.41,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,California,2020-08-20 00:00:00,650336.0,11821.0,18254.0,912.0,4.28,7.99,False,False,426357.0,11417.0,2267875.0,5.79,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,California - Los Angeles,,,,,,,,False,False,,,823987.0,8.16,"An error occurred. ... KeyError(""['Under Investigation'] not found in axis"")"
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,California - San Diego,2020-08-21,35912.0,652.0,1360.0,29.0,4.64,4.5,False,False,29321.0,644.0,166412.0,5.04,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,California - San Francisco,,,,,,,,False,False,,,,,"An error occurred. ... TimeoutException('', None, None)"
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Colorado,2020-08-21,54586.0,1910.0,2631.0,126.0,5.66,6.72,False,False,46507.0,1874.0,227938.0,4.12,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Connecticut,2020-08-20,49477.0,3574.0,6808.0,659.0,13.76,18.44,True,False,,,378262.0,10.56,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Delaware,2020-08-21,16770.0,600.0,4357.0,155.0,28.39,27.0,False,False,15347.0,574.0,209892.0,22.11,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Florida,2020-08-21,587023.0,10168.0,76889.0,1852.0,13.1,18.21,True,False,,,3316376.0,16.1,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Florida -- Miami-Dade County,2020-08-21,150305.0,2219.0,13028.0,,14.86,,False,True,87680.0,,481976.0,17.75,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Florida -- Orange County,2020-08-21,34321.0,358.0,4722.0,,24.12,,False,True,19580.0,,277193.0,20.98,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Georgia,2020-08-21,249630.0,4998.0,64265.0,2180.0,25.74,43.62,True,True,,,3239300.0,31.46,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Hawaii,2020-08-21,6072.0,46.0,35.0,,1.36,,False,True,2567.0,,26266.0,1.85,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Idaho,2020-08-21,29369.0,301.0,312.0,4.0,1.06,1.33,False,True,,,11536.0,0.68,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Illinois,2020-08-21,215929.0,7857.0,33677.0,2113.0,15.6,26.89,True,False,,,1824125.0,14.23,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Indiana,2020-08-21,84317.0,2992.0,9303.0,417.0,11.03,13.94,True,True,,,619472.0,9.33,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Iowa,2020-08-21,55294.0,1022.0,3919.0,41.0,7.09,4.01,True,True,,,109911.0,3.51,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Kansas,2020-08-21,36856.0,419.0,2827.0,69.0,9.28,17.08,False,True,30470.0,404.0,169801.0,5.84,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Kentucky,,,,,,,,False,False,,,354112.0,7.98,"An error occurred. ... CSVParseError(""Error failed to create DataFrame with different column tables.\nTry to set `multiple_tables=True`or set `names` option for `pandas_options`. \n, caused by ParserError('Error tokenizing data. C error: Expected 3 fields in line 9, saw 4\\n')"")"
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Louisiana,2020-08-19,141720.0,4546.0,52296.0,2143.0,42.6,48.11,False,True,122767.0,4454.0,1502916.0,32.23,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Maine,2020-08-21,4285.0,129.0,922.0,,23.67,,False,True,3895.0,,17881.0,1.34,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Maryland,2020-08-21,102899.0,3536.0,32910.0,1452.0,37.7,41.16,False,False,87301.0,3528.0,1788090.0,29.78,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Massachusetts,2020-08-21,125216.0,8901.0,11534.0,736.0,9.21,8.27,True,False,,,510558.0,7.48,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Michigan,2020-08-20,94624.0,6299.0,23664.0,2465.0,25.01,39.13,True,False,,,1375424.0,13.81,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Minnesota,,,,,,,,False,False,,,342186.0,6.19,An error occurred. ... ValueError('Unable to locate Black/AA data')
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Mississippi,2020-08-20,76323.0,2214.0,31717.0,1061.0,41.56,47.92,True,True,,,1125834.0,37.67,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Missouri,2020-08-21,72941.0,1419.0,11608.0,448.0,26.42,32.99,False,True,43939.0,1358.0,704896.0,11.57,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Montana,2020-08-21,6216.0,89.0,39.0,,0.63,,True,True,,,4630.0,0.44,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Nebraska,,,,,,,,False,False,,,90860.0,4.77,An error occurred. ... ValueError('Unable to find layer covid19_hot_accumulative_lab_dt in flc URL https://gis.ne.gov/enterprise/rest/services/Covid19MapV5/MapServer')
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Nevada,2020-08-21,64433.0,1185.0,3601.0,94.0,8.28,11.74,False,False,43498.0,801.0,261123.0,8.93,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,New Hampshire,2020-08-21,7071.0,428.0,354.0,9.0,5.69,2.14,False,False,6218.0,421.0,20516.0,1.53,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,New Mexico,2020-08-21,24095.0,739.0,433.0,,1.8,,True,False,,,43006.0,2.06,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,New York -- New York,2020-08-21,227927.0,19007.0,36046.0,5306.0,28.98,30.45,False,True,124368.0,17425.0,2049418.0,24.27,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,NewYork,2020-08-20,428512.0,25278.0,,6404.0,,26.89,False,False,,23814.0,,,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,North Carolina,2020-08-21,151912.0,2494.0,27467.0,736.0,24.06,31.16,False,True,114142.0,2362.0,2179622.0,21.46,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,NorthDakota,,,,,,,,False,False,,,,,"An error occurred. ... AttributeError(""'NoneType' object has no attribute 'text'"")"
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Ohio,,,,,,,,False,False,,,1438271.0,12.35,"An error occurred. ... TimeoutException('', None, None)"
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Oklahoma,2020-08-21,51746.0,715.0,3663.6168,43.9725,7.08,6.15,False,False,40946.6098,672.0285,287959.0,7.35,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Oregon,2020-08-21,24421.0,414.0,845.0,9.0,3.95,2.5,False,True,21370.0,360.0,77789.0,1.91,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Pennsylvania,2020-08-21,124031.0,7558.0,17239.0,1593.0,28.24,21.08,False,True,61048.0,7558.0,1423319.0,11.13,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,Rhode Island,2020-07-03,16491.0,960.0,1592.0,48.0,12.29,6.14,False,False,12950.0,782.0,69254.0,6.55,Success!
2020-08-21,2020/08/21 21:57:22America/Los Angeles TZ,SouthCarolina,2020-08-21,110378.0,2459.0,37973.0,958.0,39.09,41.49,False,True,97145.0,2309.0,,,Success!
