Date Run,Date/Time Run,Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Alabama,2020-08-14,102196.0,1821.0,27713.0,748.0,42.25,42.67,False,False,65597.0,1753.0,1293186.0,26.58,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Alaska,2020-08-14,2486.0,27.0,130.0,0.0,5.85,0.0,False,True,2223.0,27.0,24129.0,3.27,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Arizona,2020-08-14,191721.0,4423.0,4768.0,138.0,4.48,3.63,False,False,106409.0,3797.0,305259.0,4.39,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Arkansas,2020-08-14,52392.0,587.0,11414.0,155.0,24.47,26.32,False,True,46637.0,589.0,460970.0,15.41,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,California,2020-08-13 00:00:00,601075.0,10996.0,16729.0,864.0,4.27,8.14,False,False,391433.0,10613.0,2267875.0,5.79,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,California - Los Angeles,,,,,,,,False,False,,,823987.0,8.16,"An error occurred. ... KeyError(""['Under Investigation'] not found in axis"")"
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,California - San Diego,2020-08-14,34065.0,622.0,1298.0,26.0,4.69,4.24,False,False,27699.0,613.0,166412.0,5.04,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,California - San Francisco,2020-08-11,8053.0,69.0,474.0,8.0,6.81,12.31,False,False,6965.0,65.0,,,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Colorado,2020-08-14,52538.0,1888.0,2569.0,126.0,5.74,6.8,False,False,44778.0,1853.0,227938.0,4.12,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Connecticut,2020-08-13,48887.0,3569.0,6710.0,658.0,13.73,18.44,True,False,,,378262.0,10.56,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Delaware,2020-08-14,16340.0,593.0,4251.0,151.0,28.44,26.63,False,False,14947.0,567.0,209892.0,22.11,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Florida,2020-08-14,557337.0,9141.0,71299.0,1673.0,12.79,18.3,True,False,,,3316376.0,16.1,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Florida -- Miami-Dade County,2020-08-14,142662.0,1999.0,12265.0,,15.36,,False,True,79854.0,,481976.0,17.75,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Florida -- Orange County,2020-08-14,32861.0,335.0,4445.0,,24.31,,False,True,18288.0,,277193.0,20.98,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Georgia,2020-08-14,231895.0,4573.0,58998.0,2020.0,25.44,44.17,True,True,,,3239300.0,31.46,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Hawaii,2020-08-14,4543.0,40.0,29.0,,1.37,,False,True,2116.0,,26266.0,1.85,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Idaho,2020-08-14,27173.0,261.0,291.0,3.0,1.07,1.15,False,True,,,11536.0,0.68,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Illinois,2020-08-14,202691.0,7721.0,32392.0,2093.0,15.98,27.11,True,False,,,1824125.0,14.23,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Indiana,2020-08-14,78632.0,2906.0,8795.0,408.0,11.19,14.04,True,True,,,619472.0,9.33,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Iowa,2020-08-14,50945.0,967.0,3691.0,42.0,7.25,4.34,True,True,,,109911.0,3.51,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Kansas,2020-08-14,33885.0,402.0,2539.0,68.0,9.08,17.53,False,True,27977.0,388.0,169801.0,5.84,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Kentucky,,,,,,,,False,False,,,354112.0,7.98,"An error occurred. ... CSVParseError(""Error failed to create DataFrame with different column tables.\nTry to set `multiple_tables=True`or set `names` option for `pandas_options`. \n, caused by ParserError('Error tokenizing data. C error: Expected 3 fields in line 9, saw 4\\n')"")"
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Louisiana,2020-08-12,136737.0,4307.0,49262.0,2054.0,43.11,48.99,False,True,114279.0,4193.0,1502916.0,32.23,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Maine,2020-08-14,4115.0,126.0,902.0,,24.21,,False,True,3726.0,,17881.0,1.34,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Maryland,2020-08-14,98875.0,3495.0,31356.0,1433.0,37.43,41.18,False,False,83764.0,3480.0,1788090.0,29.78,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Massachusetts,2020-08-14,122728.0,8810.0,11373.0,726.0,9.27,8.24,True,False,,,510558.0,7.48,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Michigan,2020-08-14,91054.0,6224.0,23253.0,2452.0,25.54,39.4,True,False,,,1375424.0,13.81,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Minnesota,2020-08-14,63723.0,1693.0,13253.0,165.0,20.8,9.75,True,True,,,342186.0,6.19,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Mississippi,2020-08-13,70930.0,2043.0,29772.0,995.0,41.97,48.7,True,True,,,1125834.0,37.67,Success!
2020-08-14,2020/08/14 19:29:37America/Los Angeles TZ,Missouri,2020-08-14,65264.0,1335.0,11594.0,432.0,26.44,33.57,False,True,43851.0,1287.0,704896.0,11.57,Success!
